Pair translation for k=1
62 [62]
mbak ['mbak']

4642 [4642]
pelabuhan ['pelabuhan']

4688 [4688]
bocah ['bocah']

4698 [4698]
sarapan ['sarapan']

4820 [4820]
utek ['utek']

4849 [4849]
wedok ['wedok']

4891 [4891]
bledug ['bledug']

5244 [5244]
pambuka ['pambuka']

5300 [5300]
penonton ['penonton']

5323 [5323]
wayahe ['wayahe']

5329 [5329]
sekar ['sekar']

5329 [5329]
sekar ['sekar']

5407 [5407]
arahe ['arahe']

5437 [5437]
turunane ['turunane']

5527 [5527]
pak ['pak']

5570 [5570]
titik ['titik']

5670 [5670]
kali ['kali']

5670 [5670]
kali ['kali']

5670 [5670]
kali ['kali']

5694 [5694]
kuli ['kuli']

5694 [5694]
kuli ['kuli']

5734 [5734]
utusan ['utusan']

5827 [5827]
putra ['putra']

5827 [5827]
putra ['putra']

5960 [5960]
nyambut ['nyambut']

6095 [6095]
dolanan ['dolanan']

6103 [6103]
serangan ['serangan']

6139 [6139]
tutuk ['tutuk']

6200 [6200]
wesi ['wesi']

6211 [6211]
bukti ['bukti']

6288 [6288]
musuh ['musuh']

6318 [6318]
omongan ['omongan']

6436 [6436]
pantai ['pantai']

6465 [6465]
buah ['buah']

6603 [6603]
rawa ['rawa']

6608 [6608]
bojo ['bojo']

6621 [6621]
kuburan ['kuburan']

6647 [6647]
cah ['cah']

6647 [6647]
cah ['cah']

6647 [6647]
cah ['cah']

6647 [6647]
cah ['cah']

6647 [6647]
cah ['cah']

6653 [6653]
seda ['seda']

6657 [6657]
jantung ['jantung']

6720 [6720]
ksatria ['ksatria']

6727 [6727]
tresna ['tresna']

6836 [6836]
mambu ['mambu']

6836 [6836]
mambu ['mambu']

6877 [6877]
asu ['asu']

6890 [6890]
informasi ['informasi']

6891 [6891]
macan ['macan']

6928 [6928]
sikil ['sikil']

6934 [6934]
udan ['udan']

6961 [6961]
pitik ['pitik']

6971 [6971]
walang ['walang']

6985 [6985]
kelinci ['kelinci']

7088 [7088]
gedang ['gedang']

7093 [7093]
boso ['boso']

7114 [7114]
bapak ['bapak']

7656 [7656]
rencang ['rencang']

7657 [7657]
kanca ['kanca']

7657 [7657]
kanca ['kanca']

7657 [7657]
kanca ['kanca']

7657 [7657]
kanca ['kanca']

7657 [7657]
kanca ['kanca']

7657 [7657]
kanca ['kanca']

7707 [7707]
ekspedisi ['ekspedisi']

7888 [7888]
crita ['crita']

7959 [7959]
raka ['raka']

7977 [7977]
budhal ['budhal']

8005 [8005]
ping ['ping']

8025 [8025]
bos ['bos']

8068 [8068]
dluwang ['dluwang']

8069 [8069]
blabak ['blabak']

8074 [8074]
awak ['awak']

8076 [8076]
lambe ['lambe']

8079 [8079]
lengen ['lengen']

8079 [8079]
lengen ['lengen']

8123 [8123]
racun ['racun']

8123 [8123]
racun ['racun']

8160 [8160]
kontak ['kontak']

8198 [8198]
rangkep ['rangkep']

8251 [8251]
farmasi ['farmasi']

8268 [8268]
godhong ['godhong']

8268 [8268]
godhong ['godhong']

8424 [8424]
wiji ['wiji']

8483 [8483]
kandhang ['kandhang']

8537 [8537]
gelombang ['gelombang']

8537 [8537]
gelombang ['gelombang']

8560 [8560]
rai ['rai']

8894 [8894]
ingon ['ingon']

8894 [8894]
ingon ['ingon']

8935 [8935]
got ['got']

8935 [8935]
got ['got']

9011 [9011]
keju ['keju']

9092 [9092]
kuping ['kuping']

9116 [9116]
penyakit ['penyakit']

9120 [9120]
pakar ['pakar']

9489 [9489]
studi ['studi']

9623 [9623]
panuntun ['panuntun']

9680 [9680]
nyawang ['nyawang']

9824 [9824]
endhas ['endhas']

9824 [9824]
endhas ['endhas']

9904 [9904]
geni ['geni']

10055 [10055]
sungu ['sungu']

10098 [10098]
untu ['untu']

10323 [10323]
bandha ['bandha']

10433 [10433]
wedi ['wedi']

10433 [10433]
wedi ['wedi']

10588 [10588]
rega ['rega']

10599 [10599]
panggon ['panggon']

10738 [10738]
awu ['awu']

10738 [10738]
awu ['awu']

11531 [11531]
kuliah ['kuliah']

11533 [11533]
urusan ['urusan']

11671 [11671]
asosiasi ['asosiasi']

12013 [12013]
griya ['griya']

12013 [12013]
griya ['griya']

12013 [12013]
griya ['griya']

12023 [12023]
spesialis ['spesialis']

12101 [12101]
susu ['susu']

12468 [12468]
bolongan ['bolongan']

12565 [12565]
soklat ['soklat']

12770 [12770]
standar ['standar']

12949 [12949]
serikat ['serikat']

13047 [13047]
berkas ['berkas']

13081 [13081]
kedokteran ['kedokteran']

13118 [13118]
nafsu ['nafsu']

13402 [13402]
alternatif ['alternatif']

13402 [13402]
alternatif ['alternatif']

13539 [13539]
tukaran ['tukaran']

13812 [13812]
pedang ['pedang']

14035 [14035]
pimpinan ['pimpinan']

14302 [14302]
patemon ['patemon']

15070 [15070]
guyon ['guyon']

15610 [15610]
bapa ['bapa']

15773 [15773]
bates ['bates']

15821 [15821]
dulur ['dulur']

16091 [16091]
sedulur ['sedulur']

16091 [16091]
sedulur ['sedulur']

16091 [16091]
sedulur ['sedulur']

16381 [16381]
pegawai ['pegawai']

16764 [16764]
dinten ['dinten']

17527 [17527]
gendhis ['gendhis']

18010 [18010]
langgeng ['langgeng']

18347 [18347]
bayaran ['bayaran']

18390 [18390]
sumpah ['sumpah']

18390 [18390]
sumpah ['sumpah']

18872 [18872]
wali ['wali']

18889 [18889]
internal ['internal']

19202 [19202]
lawang ['lawang']

19202 [19202]
lawang ['lawang']

19217 [19217]
asta ['asta']

19329 [19329]
kitha ['kitha']

19609 [19609]
pedhes ['pedhes']

19741 [19741]
palemahan ['palemahan']

19788 [19788]
pandeleng ['pandeleng']

19823 [19823]
mempeng ['mempeng']

19876 [19876]
antik ['antik']

20266 [20266]
prau ['prau']

20586 [20586]
wedhok ['wedhok']

20613 [20613]
gelut ['gelut']

20687 [20687]
nuwun ['nuwun']

21275 [21275]
noda ['noda']

21319 [21319]
wot ['wot']

21583 [21583]
blumbang ['blumbang']

21645 [21645]
mentok ['mentok']

21905 [21905]
syarat ['syarat']

22167 [22167]
ruh ['ruh']

22927 [22927]
kekuasaan ['kekuasaan']

22967 [22967]
kunjungan ['kunjungan']

23002 [23002]
petani ['petani']

23157 [23157]
aneh ['aneh']

23486 [23486]
wargi ['wargi']

23621 [23621]
beluk ['beluk']

23621 [23621]
beluk ['beluk']

23776 [23776]
sigar ['sigar']

23919 [23919]
gupernur ['gupernur']

24042 [24042]
abrit ['abrit']

24832 [24832]
wabah ['wabah']

26829 [26829]
cincin ['cincin']

28186 [28186]
pepadha ['pepadha']

28239 [28239]
dhukun ['dhukun']

28467 [28467]
eyang ['eyang']

28530 [28530]
persimpangan ['persimpangan']

28614 [28614]
doro ['doro']

28740 [28740]
peraturan ['peraturan']

29002 [29002]
laksamana ['laksamana']

29602 [29602]
moyang ['moyang']

29685 [29685]
delta ['delta']

29899 [29899]
pidato ['pidato']

30274 [30274]
pengakuan ['pengakuan']

30287 [30287]
pelanggaran ['pelanggaran']

31061 [31061]
anugrah ['anugrah']

31171 [31171]
usia ['usia']

32010 [32010]
bir ['bir']

32953 [32953]
direktur ['direktur']

33154 [33154]
dowo ['dowo']

33676 [33676]
kesenengan ['kesenengan']

34314 [34314]
bungkus ['bungkus']

34443 [34443]
pamit ['pamit']

34904 [34904]
ciu ['ciu']

35136 [35136]
pegatan ['pegatan']

35697 [35697]
satria ['satria']

35717 [35717]
wangsulan ['wangsulan']

37872 [37872]
uwuh ['uwuh']

38781 [38781]
kasir ['kasir']

38851 [38851]
ranjang ['ranjang']

39871 [39871]
pekan ['pekan']

40131 [40131]
mustaka ['mustaka']

40131 [40131]
mustaka ['mustaka']

40131 [40131]
mustaka ['mustaka']

40726 [40726]
toto ['toto']

40922 [40922]
lemu ['lemu']

41195 [41195]
agenda ['agenda']

42158 [42158]
trowongan ['trowongan']

42427 [42427]
hobi ['hobi']

42462 [42462]
beruang ['beruang']

42656 [42656]
jiwo ['jiwo']

42917 [42917]
perkakas ['perkakas']

44249 [44249]
ngelu ['ngelu']

44694 [44694]
keranjang ['keranjang']

44948 [44948]
leren ['leren']

44999 [44999]
mriyang ['mriyang']

45126 [45126]
kapak ['kapak']

45194 [45194]
graji ['graji']

45194 [45194]
graji ['graji']

45655 [45655]
japa ['japa']

45692 [45692]
nongko ['nongko']

45768 [45768]
moto ['moto']

46704 [46704]
kekal ['kekal']

46756 [46756]
ampeyan ['ampeyan']

47186 [47186]
maklumat ['maklumat']

47661 [47661]
pil ['pil']

47954 [47954]
kathok ['kathok']

48056 [48056]
metik ['metik']

49489 [49489]
jadwal ['jadwal']

49489 [49489]
jadwal ['jadwal']

50850 [50850]
tanduran ['tanduran']

52522 [52522]
pageblug ['pageblug']

53283 [53283]
toyan ['toyan']

53284 [53284]
guyonan ['guyonan']

54469 [54469]
landasan ['landasan']

56807 [56807]
sanding ['sanding']

57010 [57010]
taneman ['taneman']

57651 [57651]
hamba ['hamba']

58783 [58783]
gaun ['gaun']

60021 [60021]
rojo ['rojo']

60397 [60397]
penutup ['penutup']

60957 [60957]
kekajengan ['kekajengan']

60957 [60957]
kekajengan ['kekajengan']

61362 [61362]
krikil ['krikil']

66588 [66588]
senengi ['senengi']

69140 [69140]
lungo ['lungo']

70053 [70053]
kerusakan ['kerusakan']

71607 [71607]
bokong ['bokong']

71607 [71607]
bokong ['bokong']

73489 [73489]
ambisi ['ambisi']

73489 [73489]
ambisi ['ambisi']

76827 [76827]
kampret ['kampret']

78740 [78740]
pandamel ['pandamel']

78740 [78740]
pandamel ['pandamel']

78766 [78766]
guo ['guo']

80411 [80411]
bujangan ['bujangan']

80723 [80723]
kesepian ['kesepian']

80808 [80808]
prayaan ['prayaan']

80808 [80808]
prayaan ['prayaan']

82697 [82697]
elingan ['elingan']

83218 [83218]
kenduri ['kenduri']

83684 [83684]
roso ['roso']

83867 [83867]
menungso ['menungso']

83867 [83867]
menungso ['menungso']

87405 [87405]
jiwit ['jiwit']

88440 [88440]
persidangan ['persidangan']

89659 [89659]
simah ['simah']

89659 [89659]
simah ['simah']

91358 [91358]
pelatian ['pelatian']

92171 [92171]
bedhilan ['bedhilan']

99134 [99134]
lilo ['lilo']

99819 [99819]
demit ['demit']

101664 [101664]
penthung ['penthung']

103308 [103308]
pitunjuk ['pitunjuk']

103523 [103523]
ngentut ['ngentut']

104245 [104245]
kebetahan ['kebetahan']

104245 [104245]
kebetahan ['kebetahan']

106397 [106397]
pipo ['pipo']

107823 [107823]
ndukung ['ndukung']



Pair translation for k=5
62 [62, 94, 1856, 248, 199]
dina ['dina', 'jeung', 'anu', 'nyaeta', 'sarta']

119 [119, 47354, 1264, 4, 52]
dadi ['dadi', 'dadine', 'dados', 'iku', 'minangka']

125 [125, 670, 1139, 920, 119]
kanggo ['kanggo', 'kanggone', 'kangge', 'sajeroning', 'dadi']

125 [125, 670, 1139, 920, 119]
kanggo ['kanggo', 'kanggone', 'kangge', 'sajeroning', 'dadi']

142 [142, 17657, 41127, 990, 10224]
tembung ['tembung', 'tembunge', 'tembungipun', 'tembang', 'tembe']

210 [210, 33864, 10097, 19342, 97180]
dalem ['dalem', 'daleme', 'malem', 'silem', 'polem']

216 [216, 5410, 94824, 61413, 4134]
wong ['wong', 'wonge', 'wongan', 'wongsal', 'orang']

216 [216, 5410, 94824, 61413, 4134]
wong ['wong', 'wonge', 'wongan', 'wongsal', 'orang']

216 [216, 5410, 94824, 61413, 4134]
wong ['wong', 'wonge', 'wongan', 'wongsal', 'orang']

216 [216, 5410, 94824, 61413, 4134]
wong ['wong', 'wonge', 'wongan', 'wongsal', 'orang']

244 [244, 2856, 10295, 12160, 23949]
aksara ['aksara', 'huruf', 'alfabet', 'aksarane', 'aksarana']

244 [244, 2856, 10295, 12160, 23949]
aksara ['aksara', 'huruf', 'alfabet', 'aksarane', 'aksarana']

276 [276, 14913, 54637, 9415, 82406]
taun ['taun', 'tahun', 'taunanu', 'taunan', 'taunipun']

314 [314, 52765, 864, 35851, 21235]
dewan ['dewan', 'majlis', 'komite', 'conseil', 'kongres']

402 [402, 13716, 12235, 40938, 53375]
pungkasan ['pungkasan', 'pungkasaning', 'pungkasane', 'pungkas', 'pungkase']

503 [503, 42825, 14070, 80348, 15221]
warta ['warta', 'wasta', 'warata', 'wartel', 'wara']

721 [721, 46896, 13511, 3407, 3321]
durung ['durung', 'durunge', 'wurung', 'kapungkur', 'asring']

752 [752, 26349, 30717, 60512, 2659]
perang ['perang', 'peperangan', 'pertempuran', 'guerre', 'war']

799 [799, 28708, 94610, 22276, 103249]
cathetan ['cathetan', 'cathatan', 'chathetan', 'cathethan', 'cathrtan']

800 [800, 64526, 43615, 27444, 25191]
suku ['suku', 'sukune', 'tribe', 'sukuna', 'klan']

803 [803, 3791, 7023, 17323, 3827]
sumber ['sumber', 'sumbering', 'source', 'sources', 'sumberipun']

862 [862, 15547, 63381, 71625, 29157]
kaisar ['kaisar', 'emperor', 'kekaisaran', 'imperator', 'tsar']

872 [872, 6808, 16162, 66232, 52616]
panggonan ['panggonan', 'panggonane', 'panganggonan', 'panggona', 'sapanggonan']

872 [872, 6808, 16162, 66232, 52616]
panggonan ['panggonan', 'panggonane', 'panganggonan', 'panggona', 'sapanggonan']

875 [875, 624, 10404, 109103, 28893]
candhi ['candhi', 'candi', 'candhu', 'candhine', 'candhisari']

887 [887, 4977, 87861, 14439, 30961]
wakil ['wakil', 'wakile', 'wakilipun', 'sekretaris', 'pejabat']

888 [888, 2481, 9181, 35029, 8850]
usaha ['usaha', 'upaya', 'kerja', 'usahane', 'efforts']

976 [976, 62559, 17908, 23833, 110926]
warga ['warga', 'warganing', 'wargane', 'wargana', 'warganet']

976 [976, 62559, 17908, 23833, 110926]
warga ['warga', 'warganing', 'wargane', 'wargana', 'warganet']

1070 [1070, 35790, 52583, 111, 23366]
saiki ['saiki', 'saikine', 'saiku', 'kiwari', 'sapuniki']

1087 [1087, 54949, 21350, 89528, 54078]
istana ['istana', 'palazzo', 'palace', 'paleis', 'palais']

1143 [1143, 44238, 362, 19566, 7036]
ukara ['ukara', 'ukura', 'swara', 'ukiran', 'ukarane']

1181 [1181, 3958, 29602, 90775, 108906]
tiyang ['tiyang', 'tiyangipun', 'moyang', 'penyayang', 'tiyange']

1192 [1192, 71448, 3367, 104283, 3947]
cariyos ['cariyos', 'criyos', 'cariyosipun', 'cariyosaken', 'rumiyin']

1277 [1277, 49490, 2057, 7919, 8286]
ide ['ide', 'ideu', 'konsep', 'ideologi', 'proposal']

1284 [1284, 27826, 22407, 18479, 765]
padang ['padang', 'padangpanjang', 'padangan', 'sumatera', 'lampung']

1304 [1304, 38471, 14573, 11618, 57943]
perasaan ['perasaan', 'siksaan', 'perasaane', 'rarasaan', 'kebiasaan']

1304 [1304, 38471, 14573, 11618, 57943]
perasaan ['perasaan', 'siksaan', 'perasaane', 'rarasaan', 'kebiasaan']

1305 [1305, 14958, 24837, 18826, 21987]
pribadi ['pribadi', 'pribadine', 'pribadina', 'privat', 'keluarga']

1305 [1305, 14958, 24837, 18826, 21987]
pribadi ['pribadi', 'pribadine', 'pribadina', 'privat', 'keluarga']

1393 [1393, 66731, 11657, 109121, 29489]
upah ['upah', 'opah', 'upas', 'upadi', 'upih']

1400 [1400, 1960, 16621, 86805, 53854]
karangan ['karangan', 'karangane', 'penulisan', 'karanganana', 'caritaan']

1400 [1400, 1960, 16621, 86805, 53854]
karangan ['karangan', 'karangane', 'penulisan', 'karanganana', 'caritaan']

1418 [1418, 17701, 41720, 111178, 20519]
sedoyo ['sedoyo', 'supoyo', 'sedo', 'lodoyo', 'bedo']

1424 [1424, 38831, 18850, 74267, 17769]
mata ['mata', 'matanya', 'matamu', 'matan', 'matane']

1527 [1527, 10760, 28757, 29461, 14905]
lemah ['lemah', 'lemahe', 'celah', 'basah', 'limbah']

1527 [1527, 10760, 28757, 29461, 14905]
lemah ['lemah', 'lemahe', 'celah', 'basah', 'limbah']

1551 [1551, 3894, 3307, 31471, 88091]
karakter ['karakter', 'character', 'watak', 'karakterisasi', 'karaktere']

1608 [1608, 44418, 7506, 8075, 3346]
obah ['obah', 'obahe', 'obahan', 'obahing', 'owah']

1641 [1641, 11183, 8183, 43935, 8461]
rupa ['rupa', 'rupaning', 'rupana', 'rupak', 'rupane']

1648 [1648, 14554, 19536, 19751, 5515]
carita ['carita', 'cerita', 'kisah', 'caritaning', 'caritane']

1713 [1713, 34416, 43376, 16438, 45804]
dhusun ['dhusun', 'dhistrik', 'dhinas', 'dhosen', 'dhukuh']

1876 [1876, 3143, 4836, 1687, 1643]
tradisi ['tradisi', 'ritual', 'tradition', 'tradisional', 'budaya']

1876 [1876, 3143, 4836, 1687, 1643]
tradisi ['tradisi', 'ritual', 'tradition', 'tradisional', 'budaya']

1884 [1884, 21480, 18477, 18488, 42395]
kembang ['kembang', 'kembangan', 'kembung', 'kembange', 'kembangna']

1884 [1884, 21480, 18477, 18488, 42395]
kembang ['kembang', 'kembangan', 'kembung', 'kembange', 'kembangna']

1895 [1895, 49304, 56653, 8973, 2469]
dhuwit ['dhuwit', 'dhuwite', 'dhuwung', 'kaluwihan', 'linuwih']

1908 [1908, 80454, 79219, 101588, 2968]
lanang ['lanang', 'lanag', 'lanange', 'lanangan', 'sulung']

1908 [1908, 80454, 79219, 101588, 2968]
lanang ['lanang', 'lanag', 'lanange', 'lanangan', 'sulung']

1909 [1909, 55290, 5346, 6724, 19068]
wadon ['wadon', 'wadone', 'wadhon', 'wajar', 'wadana']

1909 [1909, 55290, 5346, 6724, 19068]
wadon ['wadon', 'wadone', 'wadhon', 'wajar', 'wadana']

1921 [1921, 109237, 66317, 61928, 44323]
bengi ['bengi', 'bengen', 'bengine', 'bengis', 'benget']

1992 [1992, 23251, 19997, 12299, 3380]
tata ['tata', 'tatacara', 'tatanan', 'tatabasa', 'tatamba']

2063 [2063, 936, 971, 38157, 66]
bagean ['bagean', 'deukeut', 'tina', 'nganjrek', 'mangrupa']

2081 [2081, 10382, 108950, 6748, 1608]
omah ['omah', 'omahe', 'omahing', 'imah', 'obah']

2081 [2081, 10382, 108950, 6748, 1608]
omah ['omah', 'omahe', 'omahing', 'imah', 'obah']

2178 [2178, 5816, 2248, 3410, 44246]
mlebu ['mlebu', 'mlayu', 'mlebune', 'mlebet', 'klebu']

2318 [2318, 1651, 7692, 24140, 28924]
rama ['rama', 'ramayana', 'ramawijaya', 'krishna', 'ramadhan']

2318 [2318, 1651, 7692, 24140, 28924]
rama ['rama', 'ramayana', 'ramawijaya', 'krishna', 'ramadhan']

2405 [2405, 28274, 30406, 10287, 10402]
gawe ['gawe', 'gawa', 'ngawe', 'gawean', 'gawene']

2434 [2434, 13965, 53125, 31387, 318]
pilihan ['pilihan', 'pilihane', 'kandidat', 'pemilihan', 'dipilih']

2482 [2482, 9942, 41734, 75448, 4226]
sandi ['sandi', 'sandhi', 'mandi', 'dasi', 'budi']

2482 [2482, 9942, 41734, 75448, 4226]
sandi ['sandi', 'sandhi', 'mandi', 'dasi', 'budi']

2519 [2519, 7112, 92943, 95594, 42314]
banyu ['banyu', 'banyune', 'banyunan', 'banyon', 'banyol']

2562 [2562, 49281, 1737, 12463, 15611]
padu ['padu', 'padhu', 'adu', 'lucu', 'mangu']

2583 [2583, 46640, 52528, 30990, 8733]
tumindak ['tumindak', 'tumindakan', 'tumindaking', 'tumindakipun', 'tumindake']

2596 [2596, 24078, 25555, 2652, 37759]
asih ['asih', 'asihan', 'asah', 'sih', 'icih']

2596 [2596, 24078, 25555, 2652, 37759]
asih ['asih', 'asihan', 'asah', 'sih', 'icih']

2666 [2666, 19680, 96003, 105812, 64947]
tembok ['tembok', 'temboke', 'tembokipun', 'tembokan', 'gembok']

2706 [2706, 17840, 8954, 3247, 8827]
situs ['situs', 'sito', 'website', 'portal', 'site']

2804 [2804, 87195, 21563, 7115, 2853]
lare ['lare', 'lere', 'lawe', 'sare', 'sore']

2804 [2804, 87195, 21563, 7115, 2853]
lare ['lare', 'lere', 'lawe', 'sare', 'sore']

2851 [2851, 5333, 5203, 28709, 24168]
biru ['biru', 'kuning', 'putih', 'hijau', 'merah']

2859 [2859, 56131, 13652, 70220, 104005]
tambahan ['tambahan', 'optional', 'tambahanna', 'bonus', 'tambahanipun']

2977 [2977, 1948, 9462, 88036, 12438]
sekolah ['sekolah', 'sekolahan', 'school', 'escola', 'pendidikan']

3095 [3095, 106858, 10194, 45350, 32233]
nglakoni ['nglakoni', 'nglakoke', 'nglakokake', 'nglaksanakake', 'nglakokaken']

3180 [3180, 19027, 41006, 66588, 23527]
mbengi ['mbengi', 'sawengi', 'mbengok', 'senengi', 'kadenge']

3181 [3181, 107524, 32777, 27111, 27395]
lintang ['lintang', 'lintan', 'lintangipun', 'antarlintang', 'lintange']

3194 [3194, 5230, 15802, 6201, 79940]
joged ['joged', 'joget', 'jogetan', 'jogedan', 'jog']

3360 [3360, 3607, 29124, 11458, 43706]
dalu ['dalu', 'wengi', 'pukul', 'minggu', 'sejam']

3720 [3720, 20852, 92620, 20586, 26561]
wedhus ['wedhus', 'wedhuse', 'kaldhu', 'wedhok', 'dhadhu']

3770 [3770, 8160, 3033, 25581, 7739]
hubungan ['hubungan', 'kontak', 'relations', 'hubungannana', 'relationship']

3869 [3869, 22043, 93819, 28999, 16759]
paguyuban ['paguyuban', 'paguron', 'panyaluyuan', 'prusahaan', 'pawiyaran']

4277 [4277, 9231, 93383, 19737, 19973]
jagad ['jagad', 'jagat', 'jagading', 'jagating', 'ragad']

4594 [4594, 93698, 44787, 40865, 103491]
emak ['emak', 'norak', 'yuk', 'luluk', 'amak']

4594 [4594, 93698, 44787, 40865, 103491]
emak ['emak', 'norak', 'yuk', 'luluk', 'amak']

4594 [4594, 93698, 44787, 40865, 103491]
emak ['emak', 'norak', 'yuk', 'luluk', 'amak']

4594 [4594, 93698, 44787, 40865, 103491]
emak ['emak', 'norak', 'yuk', 'luluk', 'amak']

4595 [4595, 6496, 66409, 17541, 7061]
mbak ['mbak', 'mbah', 'mpok', 'kak', 'umak']

4642 [4642, 20277, 623, 51454, 6436]
pelabuhan ['pelabuhan', 'port', 'kapal', 'ports', 'pantai']

4688 [4688, 18849, 6647, 30619, 14829]
bocah ['bocah', 'bocahe', 'cah', 'buruh', 'panah']

4698 [4698, 4854, 12726, 6086, 2163]
sarapan ['sarapan', 'sarap', 'serapan', 'garapan', 'saragam']

4820 [4820, 27505, 12055, 45257, 96306]
utek ['utek', 'uteuk', 'otak', 'utak', 'uteke']

4849 [4849, 93656, 106790, 20586, 8276]
wedok ['wedok', 'wedoke', 'wedokan', 'wedhok', 'wedang']

4891 [4891, 42729, 43110, 10429, 70065]
bledug ['bledug', 'blegudreg', 'bledheg', 'gedebog', 'bleg']

5244 [5244, 33799, 5073, 5192, 17522]
pambuka ['pambuka', 'pambukaan', 'pambukane', 'kabuka', 'bebuka']

5300 [5300, 79783, 67062, 9169, 90719]
penonton ['penonton', 'panonton', 'penontone', 'panon', 'pengontrol']

5323 [5323, 1301, 89487, 105185, 53413]
wayahe ['wayahe', 'wayah', 'sawahe', 'turahe', 'wilahe']

5329 [5329, 56390, 7169, 4859, 54449]
sekar ['sekar', 'sekat', 'sekaran', 'sekang', 'sekam']

5329 [5329, 56390, 7169, 4859, 54449]
sekar ['sekar', 'sekat', 'sekaran', 'sekang', 'sekam']

